,t,x,y
42,2.1043429374694824,-0.6143489390232904,0.07306425160404358
43,2.1544201374053955,-0.6255481105230045,0.07569956236336682
44,2.2044930458068848,-0.645060132391405,0.08139385578908558
45,2.2545671463012695,-0.6544958318210772,0.08293669732897135
46,2.3046762943267822,-0.6631468081873131,0.08580508064490268
47,2.3547680377960205,-0.6709395903911523,0.08838053446050587
48,2.404872179031372,-0.6862554135173639,0.09280471035309062
49,2.454941749572754,-0.6933423802678892,0.0951478014798472
50,2.5050547122955322,-0.7000470765340983,0.09771241123321274
51,2.5551342964172363,-0.7066840583429134,0.09943646339607057
52,2.6052122116088867,-0.6960270742538339,0.09725558904464933
53,2.6552913188934326,-0.7166876466799678,0.10288673386983747
54,2.705397844314575,-0.7248098333041408,0.10492391021437357
55,2.755493402481079,-0.728299579102833,0.10609677839205246
56,2.805598497390747,-0.7303087920045233,0.10707108384843889
57,2.855677604675293,-0.7325725742328928,0.10815756293290053
58,2.9057836532592773,-0.7329844892046348,0.10966680609114095
59,2.955854654312134,-0.7326393038235304,0.10957304308905857
60,3.0059263706207275,-0.7323919240705697,0.10894439965958189
61,3.0560266971588135,-0.7318349609165603,0.10878737825956088
62,3.106110095977783,-0.731465993881201,0.10853322560147381
63,3.1562118530273438,-0.7301138059506294,0.1086464990229439
64,3.2063138484954834,-0.7295542021873402,0.10878295275200102
65,3.2563955783843994,-0.7296096675944189,0.108781631019774
66,3.306494951248169,-0.7296560869282681,0.10855559299956313
67,3.356574296951294,-0.729976835440517,0.10841378704009984
68,3.4066481590270996,-0.7299022689117801,0.10826290855674543
69,3.45674991607666,-0.7295745486553288,0.10829974194502848
70,3.5068588256835938,-0.7295258323572835,0.1087657178071349
71,3.5569684505462646,-0.7295816701740139,0.1089162708630536
72,3.6070518493652344,-0.7297960434179711,0.10868746873472532
73,3.657160758972168,-0.7297374381741896,0.10863755707342514
74,3.707237482070923,-0.7298033112768064,0.1085009601233375
75,3.7573165893554688,-0.7295110229650583,0.10842323132773585
76,3.8074276447296143,-0.7295777109262808,0.10884323936309993
77,3.8575289249420166,-0.7295847229316806,0.10884422522778167
78,3.907627820968628,-0.7295537167838468,0.1091846597029795
79,3.9577009677886963,-0.7298615253179542,0.10852522759208166
80,4.007809638977051,-0.729476310921942,0.10871617760214594
81,4.057955980300903,-0.7295478476667655,0.1086003350737296
82,4.108042240142822,-0.7293930815906171,0.10895174219722442
83,4.158146381378174,-0.7296841929981089,0.10873861999668448
84,4.208216905593872,-0.7297545196592952,0.1086173200434024
85,4.258326292037964,-0.7297288378449462,0.10825642049839315
86,4.30841588973999,-0.7294555102668777,0.10866433323676211
87,4.35849666595459,-0.72970202941868,0.10880468603469066
88,4.408602476119995,-0.7299897239163153,0.10844658939573447
89,4.458682060241699,-0.7298868595514477,0.10868789269314885
90,4.50875997543335,-0.7298062400353017,0.1084012694433341
91,4.558848142623901,-0.7295450257216904,0.10860298677506659
92,4.608944416046143,-0.7296896600650022,0.10895799751767331
93,4.659049034118652,-0.7298661921116555,0.10870189320081727
94,4.709124326705933,-0.7301845178154834,0.10883774934923421
95,4.759233474731445,-0.7298161060976379,0.10858067687430815
96,4.809316873550415,-0.7296302756958958,0.10894431434429067
97,4.859400510787964,-0.729459846747153,0.10879295594491196
98,4.90947151184082,-0.729981985888684,0.10851217095347841
99,4.959545135498047,-0.7299057446621269,0.10903579909837458
